0,1.17155e-09,7901000.0
1,1.76242e-09,7972400.0
2,3.43503e-09,7539900.0
3,1.79645e-09,5746900.0
4,4.59769e-10,7382800.0
5,3.23832e-09,6523900.0
6,3.98579e-08,7979400.0
7,2.31179e-09,4548900.0
8,2.59166e-09,8242800.0
9,1.18245e-09,7815500.0
10,1.07178e-08,4534800.0
11,1.96389e-09,4677600.0
12,1.05916e-08,4586700.0
13,7.53912e-09,4533100.0
14,1.47859e-09,4553400.0
15,8.23289e-09,8850200.0
16,1.79695e-10,4552200.0
17,8.99177e-10,4885300.0
18,3.75231e-09,4910600.0
19,7.39689e-09,4574900.0
20,7.92115e-10,4673200.0
21,1.60621e-08,4548500.0
22,3.21221e-10,4538300.0
23,8.38936e-09,4796900.0
24,8.62618e-09,4743700.0
25,9.56319e-09,4542000.0
26,3.6795e-08,4551500.0
27,2.25186e-08,5916100.0
28,9.51335e-10,4603400.0
29,1.19875e-09,8065800.0
30,5.51779e-09,5494700.0
31,1.1051e-09,4547600.0
32,3.40927e-09,4552400.0
33,6.19707e-09,4792900.0
34,2.98995e-09,4808400.0
35,6.47422e-10,4539400.0
36,5.77009e-09,4568400.0
37,1.77286e-08,4778600.0
38,3.16077e-09,9248300.0
39,2.79807e-08,8467300.0
40,1.7711e-09,4551200.0
41,5.88371e-10,4553300.0
42,2.64107e-09,5709600.0
43,1.79955e-09,4558300.0
44,3.4781e-09,4926500.0
45,1.02857e-06,4546300.0
46,1.01455e-09,4587000.0
47,6.12872e-10,4560500.0
48,2.28506e-09,4769200.0
49,1.06091e-08,4930500.0
50,2.07593e-09,4768000.0
51,1.77098e-09,4646200.0
52,2.4031e-08,4537300.0
53,1.46476e-08,4575900.0
54,2.0205e-07,7362300.0
55,7.44664e-10,4567900.0
56,2.91253e-08,4831700.0
57,1.88328e-08,4563100.0
58,6.23808e-09,5138000.0
59,7.73208e-11,4815800.0
60,1.69876e-09,4551000.0
61,5.71448e-10,5617900.0
62,1.29817e-07,6459700.0
63,6.55543e-10,6751600.0
64,8.61157e-09,4680900.0
65,4.21452e-09,5919100.0
66,3.63462e-10,4550400.0
67,9.8903e-09,9121000.0
68,1.64421e-09,4698900.0
69,3.6738e-09,9209000.0
